disno_core,prefecture_norm,disno,event_year,year,disaster_type_gdis,disaster_subtype,country,iso3,region,island,capital,location_str,location_str_emdat,start_year,end_year,decade,human_impact_best,damage_final_usd,damage_final_log10,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,latitude,longitude,population_at_event,pop_is_observed,pop_is_interpolated,human_per_100k,econ_per_capita,econ_per_capita_log10
2012-0027,Tokyo,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Kanto,Honshu,Shinjuku-ku,Honshu Island,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,35.7113435,139.4469212,13230000.0,True,False,58.69992441421013,16.316855631141344,1.2126364709855877
2012-0027,Tottori,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Chugoku,Honshu,Tottori-shi,Honshu Island,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,35.35952638,133.8651396,582000.0,True,False,1334.364261168385,370.914089347079,2.5692733305232003
2012-0027,Toyama,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Chubu,Honshu,Toyama-shi,Honshu Island,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,36.63785294,137.2698289,1082000.0,True,False,717.7449168207024,199.51201478743067,2.299969054402538
2012-0027,Wakayama,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Kansai,Honshu,Wakayama-shi,Honshu Island,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,33.91187939,135.505446,988000.0,True,False,786.0323886639676,218.49392712550608,2.3394393705854606
2012-0027,Yamagata,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,38.44787123,140.1016345,1152000.0,True,False,674.1319444444445,187.38888888888889,2.2727438360858954
2012-0027,Yamaguchi,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,34.20231962,131.5725496,1431000.0,True,False,542.6974143955276,150.85394828791055,2.1785566814133124
2012-0027,Yamanashi,2012-0027,2012,2012,storm,Blizzard/Winter storm,Japan,JPN,Chubu,Honshu,Kofu-shi,Honshu Island,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012.0,2012.0,2010.0,7766.0,215872000.0,8.334196315173088,215872000.0,215872000.0,False,35.61187909,138.6119949,852000.0,True,False,911.5023474178404,253.37089201877933,2.4037567204063883
2012-0120,Niigata,2012-0120,2012,2012,storm,Severe weather,Japan,JPN,Chubu,Honshu,Niigata-shi,Sado,Niigata province,2012.0,2012.0,2010.0,372.0,19872153.87609804,7.298244941383037,,19872153.87609804,True,38.04451786,138.3901718,2347000.0,True,False,15.850021303792076,8.467044685171725,0.9277318517844446
2012-0195,Kumamoto,2012-0195,2012,2012,flood,Riverine flood,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi,Kemamoto,"Kumamoto, Ooita provinces",2012.0,2012.0,2010.0,48135.0,1912788000.0,9.28166683854157,1912788000.0,1912788000.0,False,32.60979484,130.7467241,1807000.0,True,False,2663.8074156059765,1058.5434421693415,3.024708685980637
2012-0195,Oita,2012-0195,2012,2012,flood,Riverine flood,Japan,JPN,Kyushu,Kyushu,oita-shi,Oita,"Kumamoto, Ooita provinces",2012.0,2012.0,2010.0,48135.0,1912788000.0,9.28166683854157,1912788000.0,1912788000.0,False,33.20168214,131.4319994,1185000.0,True,False,4062.025316455696,1614.167088607595,3.2079484881954463
2012-0414,Kagoshima,2012-0414,2012,2012,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kagoshima,"Okinawa, Kagosima province",2012.0,2012.0,2010.0,,117500000.0,8.070037866607755,117500000.0,117500000.0,False,31.00948442,130.4306651,1690000.0,True,False,,69.5266272189349,1.8421511619940816
2012-0414,Okinawa,2012-0414,2012,2012,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,"Okinawa, Kagosima province",2012.0,2012.0,2010.0,,117500000.0,8.070037866607755,117500000.0,117500000.0,False,25.76892341,126.6680159,1409000.0,True,False,,83.39247693399574,1.9211268734983986
2012-0451,Kagoshima,2012-0451,2012,2012,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kagoshima prefecture,"Okinawa, Kagosima, Mie provinces",2012.0,2012.0,2010.0,18225.0,37436000.0,7.573289438604204,37436000.0,37436000.0,False,31.00948442,130.4306651,1690000.0,True,False,1078.4023668639054,22.151479289940827,1.3454027339905301
2012-0451,Mie,2012-0451,2012,2012,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Tsu-shi,Mie,"Okinawa, Kagosima, Mie provinces",2012.0,2012.0,2010.0,18225.0,37436000.0,7.573289438604204,37436000.0,37436000.0,False,34.50852184,136.375217,1840000.0,True,False,990.4891304347826,20.345652173913045,1.3084716155946672
2012-0451,Okinawa,2012-0451,2012,2012,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Okinawa Island,"Okinawa, Kagosima, Mie provinces",2012.0,2012.0,2010.0,18225.0,37436000.0,7.573289438604204,37436000.0,37436000.0,False,25.76892341,126.6680159,1409000.0,True,False,1293.47054648687,26.56919801277502,1.4243784454948472
2012-0574,Ibaraki,2012-0574,2012,2012,storm,Lightning/Thunderstorms,Japan,JPN,Kanto,Honshu,Mito-shi,Tsukuba,Tukubasi district (Ibaraki province),2012.0,2012.0,2010.0,2540.0,135686211.94970164,8.132535718121078,,135686211.94970164,True,36.09995968,140.0833259,2943000.0,True,False,86.30648997621475,46.10472713207667,1.6637454560214666
2012-0588,Okinawa,2012-0588,2012,2012,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Ryukyu Island,Okinawa province,2012.0,2012.0,2010.0,25250.0,42355000.0,7.626904686077198,42355000.0,42355000.0,False,25.76892341,126.6680159,1409000.0,True,False,1792.0511000709723,30.060326472675655,1.4779936929678419
2013-0046,Tokyo,2013-0046,2013,2013,storm,Blizzard/Winter storm,Japan,JPN,Kanto,Honshu,Shinjuku-ku,Tokyo region,Tookyoo province,2013.0,2013.0,2010.0,1569.0,83815616.75160703,7.923324945088076,,83815616.75160703,True,35.7113435,139.4469212,13300000.0,True,False,11.796992481203008,6.301926071549401,0.7994733041209905
2013-0080,Hokkaido,2013-0080,2013,2013,storm,Blizzard/Winter storm,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido Island,Hokkaidoo province,2013.0,2013.0,2010.0,1152.0,19121000.0,7.281510601492656,19121000.0,19121000.0,False,43.38571051,142.5523179,5431000.0,True,False,21.21156324802062,3.520714417234395,0.5466307987000283
2013-0127,Hyogo,2013-0127,2013,2013,earthquake,Ground movement,Japan,JPN,Kansai,Honshu,Kobe-shi,Hyogo prefecture,Hyogo province,2013.0,2013.0,2010.0,8438.0,2098122136.3057325,9.32183076583071,,2098122136.3057325,True,35.04016741,134.8281039,5558000.0,True,False,151.81720043181,377.49588634504005,2.5769122233893564
2013-0265,Shimane,2013-0265,2013,2013,flood,Riverine flood,Japan,JPN,Chugoku,Honshu,Matsue-shi,Shimana,"Simane, Yamaguti provinces",2013.0,2013.0,2010.0,3633.0,2693000.0,6.430236353411511,2693000.0,2693000.0,False,35.07076032,132.554064,702000.0,True,False,517.5213675213676,3.836182336182336,0.5838992412817051
2013-0265,Yamaguchi,2013-0265,2013,2013,flood,Riverine flood,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,"Simane, Yamaguti provinces",2013.0,2013.0,2010.0,3633.0,2693000.0,6.430236353411511,2693000.0,2693000.0,False,34.20231962,131.5725496,1420000.0,True,False,255.8450704225352,1.8964788732394366,0.27794800902845396
2013-0316,Ehime,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Matsuyama-shi,Shikoko Isl.,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.9337065,133.5390107,1405000.0,True,False,3843.4163701067614,,
2013-0316,Fukuoka,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Fukuoka-shi, Hukuoka,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.52603209,130.6669489,5090000.0,True,False,1060.9037328094303,,
2013-0316,Hokkaido,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Honshu Isl.,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,43.38571051,142.5523179,5431000.0,True,False,994.2920272509667,,
2013-0316,Hyogo,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Kobe-shi, Kobe city ,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,34.74364611,135.1320684,5558000.0,True,False,971.5725080964376,,
2013-0316,Kagawa,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Takamatsu-shi, Kagawa,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,34.21729193,133.9690469,985000.0,True,False,5482.233502538071,,
2013-0316,Kagoshima,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi, Kagosima,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,31.00948442,130.4306651,1680000.0,True,False,3214.285714285714,,
2013-0316,Kochi,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Kochi-shi, Kooti,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.42251944,133.3673066,745000.0,True,False,7248.322147651007,,
2013-0316,Kumamoto,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi, Kumamoto,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,32.60815361,130.7452313,1801000.0,True,False,2998.3342587451416,,
2013-0316,Kyoto,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Kyoto-shi, Kyooto provinces ,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,35.25381495,135.4433413,2617000.0,True,False,2063.4314100114634,,
2013-0316,Miyazaki,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Miyazaki-shi, Miyazaki,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,32.19320365,131.2993739,1120000.0,True,False,4821.428571428572,,
2013-0316,Nagasaki,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Nagasaki-shi, Nagasaki,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,32.77829109,129.827392,1397000.0,True,False,3865.425912670007,,
2013-0316,Oita,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,oita-shi, Ooita,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.20069712,131.4332401,1178000.0,True,False,4584.040747028863,,
2013-0316,Osaka,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,osaka-shi, Oosaka,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,34.6209646,135.5074809,8849000.0,True,False,610.2384450220364,,
2013-0316,Saga,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Saga-shi, Saga provinces ,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.28697682,130.1157384,840000.0,True,False,6428.571428571428,,
2013-0316,Tokushima,2013-0316,2013,2013,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Tokushima-shi, Tokusima provinces ,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)",2013.0,2013.0,2010.0,54000.0,,,,,False,33.91917847,134.2420913,770000.0,True,False,7012.987012987013,,
2013-0326,Saitama,2013-0326,2013,2013,storm,Tornado,Japan,JPN,Kanto,Honshu,Saitama-shi,Koshigaya,Kosigayasi district (Saitama province),2013.0,2013.0,2010.0,3931.0,2693000.0,6.430236353411511,2693000.0,2693000.0,False,35.99757593,139.3488579,7222000.0,True,False,54.430905566325116,0.37288839656604816,0.0
2013-0396,Aichi,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagoya-shi,Aichi,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.034637,137.2139891,7443000.0,True,False,259.1562541985758,36.182990729544535,1.558504460911236
2013-0396,Akita,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Akita-shi,Akita,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,39.74813497,140.4078158,1050000.0,True,False,1837.047619047619,256.48571428571427,2.4090631808331695
2013-0396,Aomori,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Aomori-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,40.78369335,140.8295531,1335000.0,True,False,1444.8689138576779,201.73033707865167,2.304771214202513
2013-0396,Chiba,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Chiba-shi,Chiba,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.51037345,140.1992438,6192000.0,True,False,311.51485788113695,43.49321705426357,1.6384215322282714
2013-0396,Fukui,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Fukui-shi,Fukui,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.84601935,136.2236906,795000.0,True,False,2426.289308176101,338.75471698113205,2.5298853512466373
2013-0396,Fukushima,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Fukushima-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,37.37886746,140.2232952,1946000.0,True,False,991.2127440904419,138.39157245632066,2.141109643970774
2013-0396,Gifu,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Gifu-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.77957986,137.0558252,2051000.0,True,False,940.4680643588493,131.30667966845442,2.1182868195347413
2013-0396,Gunma,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Maebashi-shi,Gunma,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,36.50413546,138.9849477,1984000.0,True,False,972.2278225806451,135.74092741935485,2.1327108120849476
2013-0396,Hiroshima,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Hiroshima-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,34.60714608,132.7891401,2840000.0,True,False,679.1901408450705,94.8274647887324,1.9769341398560698
2013-0396,Hokkaido,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Okkaido,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,43.38571051,142.5523179,5431000.0,True,False,355.1647946971092,49.58755293684404,1.6953726771104798
2013-0396,Hyogo,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kobe-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.04016741,134.8281039,5558000.0,True,False,347.04929830874414,48.45448002878733,1.6853339374617544
2013-0396,Ibaraki,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Mito-shi,Ibaraki,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,36.30496862,140.32148,2931000.0,True,False,658.1030365063118,91.88331627430911,1.963236661464672
2013-0396,Ishikawa,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kanazawa-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,36.76865008,136.7700187,1159000.0,True,False,1664.2795513373599,232.36410698878345,2.3661690439395113
2013-0396,Iwate,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Morioka-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,39.59372366,141.3612107,1295000.0,True,False,1489.4980694980695,207.96138996138995,2.3179827114858367
2013-0396,Kanagawa,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Yokohama-shi,Kanagawa,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.41334278,139.3360646,9079000.0,True,False,212.45731908800528,29.66295847560304,1.4722144638047705
2013-0396,Kyoto,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kyoto-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.25443838,135.4419032,2617000.0,True,False,737.0653419946503,102.90790982040504,2.0124487572632264
2013-0396,Mie,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Tsu-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,34.50852184,136.375217,1833000.0,True,False,1052.3186033824331,146.92307692307693,2.1670900149408907
2013-0396,Miyagi,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Sendai-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,38.44659069,140.9261804,2328000.0,True,False,828.5652920962199,115.68298969072166,2.0632695039252567
2013-0396,Nagano,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagano-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,36.13138656,138.0456173,2122000.0,True,False,909.0009425070688,126.91328934967012,2.1035071003377857
2013-0396,Nara,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Nara-shi,Nara,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,34.31780384,135.8717335,1383000.0,True,False,1394.7216196673896,194.7288503253796,2.2894302997937968
2013-0396,Niigata,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Niigata-shi,Hinshu,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,37.52181911,138.9186474,2330000.0,True,False,827.8540772532189,115.58369098712447,2.0628965588770884
2013-0396,Okayama,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Okayama-shi,Okayama,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,34.89245983,133.8262517,1930000.0,True,False,999.4300518134716,139.53886010362694,2.144695170895334
2013-0396,Osaka,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,osaka-shi,Osaka,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,34.62161449,135.5082161,8849000.0,True,False,217.97943270426038,30.433947338682337,1.4833582848007807
2013-0396,Saitama,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Saitama-shi,Saitama,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.99757593,139.3488579,7222000.0,True,False,267.0866795901412,37.2902243145943,1.5715949958122997
2013-0396,Shiga,2013-0396,2013,2013,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,otsu-shi,Shiga,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013.0,2013.0,2010.0,19289.0,269310000.0,8.430252479903107,269310000.0,269310000.0,False,35.21763711,136.1382324,1416000.0,True,False,1362.2175141242938,190.1906779661017,2.279189226549357
