disno,year,disaster_type_gdis,country,iso3,prefecture,prefecture_norm,region,island,capital,location_str,adm1,adm2,latitude,longitude,disno_core,disno_raw,disaster_type_emdat,disaster_subtype,start_year,end_year,decade,deaths,injured,affected,homeless,total_affected,human_impact_best,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,damage_final_usd,damage_final_log10,location_str_emdat
2004-0339,2004,flood,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata,Niigata,,37.52181911,138.9186474,2004-0339,2004-0339-JPN,Flood,Flash flood,2004.0,2004.0,2000.0,21.0,7.0,20000.0,5800.0,25807.0,25807.0,3238472000.0,3238472000.0,False,3238472000.0,9.51034014647311,"Niigata, Hukusima provinces"
2004-0428,2004,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Shikoku island,Ehime,,33.62483527,132.8568425,2004-0428,2004-0428-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,11.0,,8502.0,,8502.0,8502.0,830377000.0,830377000.0,False,830377000.0,8.919275311468475,"Kagawa, Ehime, Hyoogo, Kooti provinces"
2004-0428,2004,storm,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi,Kochi,Kochi,,33.42251944,133.3673066,2004-0428,2004-0428-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,11.0,,8502.0,,8502.0,8502.0,830377000.0,830377000.0,False,830377000.0,8.919275311468475,"Kagawa, Ehime, Hyoogo, Kooti provinces"
2004-0435,2004,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Amami-Oshima Island,Kagoshima,,31.00948442,130.4306651,2004-0435,2004-0435-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,2.0,2.0,,,2.0,2.0,830000.0,830000.0,False,830000.0,5.919078092376074,"Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province"
2004-0435,2004,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa region,Okinawa,,25.76892341,126.6680159,2004-0435,2004-0435-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,2.0,2.0,,,2.0,2.0,830000.0,830000.0,False,830000.0,5.919078092376074,"Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province"
2004-0445,2004,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2004-0445,2004-0445-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,14.0,50.0,180000.0,,180050.0,180050.0,3321510000.0,3321510000.0,False,3321510000.0,9.52133556430076,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces"
2004-0445,2004,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kagoshima,Kagoshima,,31.00948442,130.4306651,2004-0445,2004-0445-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,14.0,50.0,180000.0,,180050.0,180050.0,3321510000.0,3321510000.0,False,3321510000.0,9.52133556430076,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces"
2004-0445,2004,storm,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi,Kochi,Kochi,,33.42251944,133.3673066,2004-0445,2004-0445-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,14.0,50.0,180000.0,,180050.0,180050.0,3321510000.0,3321510000.0,False,3321510000.0,9.52133556430076,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces"
2004-0445,2004,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2004-0445,2004-0445-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,14.0,50.0,180000.0,,180050.0,180050.0,3321510000.0,3321510000.0,False,3321510000.0,9.52133556430076,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces"
2004-0459,2004,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,2004-0459,2004-0459-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,41.0,900.0,40000.0,,40900.0,40900.0,14946794000.0,14946794000.0,False,14946794000.0,10.174548049020075,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces"
2004-0492,2004,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime prefecture,Ehime,,33.62483527,132.8568425,2004-0492,2004-0492-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,25.0,89.0,10000.0,,10089.0,10089.0,1228959000.0,1228959000.0,False,1228959000.0,9.089537394382976,"Niihama, Saizyoosi districts (Ehime province), Miyagawamura district (Mie province)"
2004-0511,2004,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2004-0511,2004-0511-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,11.0,44.0,5904.0,,5948.0,5948.0,1001435000.0,1001435000.0,False,1001435000.0,9.000622765853823,"Tookyoo, Sizuoka, Aiti provinces"
2004-0524,2004,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2004-0524,2004-0524-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,89.0,342.0,84450.0,,84792.0,84792.0,3819736000.0,3819736000.0,False,3819736000.0,9.58203334780562,"Ibaraki, Kanagawa, Nagano, Toyama, Kyooto, Okayama, Tokusima, Ehime, Kagawa, Saga, Miyazaki, Okinawa provinces"
2004-0524,2004,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2004-0524,2004-0524-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,89.0,342.0,84450.0,,84792.0,84792.0,3819736000.0,3819736000.0,False,3819736000.0,9.58203334780562,"Ibaraki, Kanagawa, Nagano, Toyama, Kyooto, Okayama, Tokusima, Ehime, Kagawa, Saga, Miyazaki, Okinawa provinces"
2004-0524,2004,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2004-0524,2004-0524-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,89.0,342.0,84450.0,,84792.0,84792.0,3819736000.0,3819736000.0,False,3819736000.0,9.58203334780562,"Ibaraki, Kanagawa, Nagano, Toyama, Kyooto, Okayama, Tokusima, Ehime, Kagawa, Saga, Miyazaki, Okinawa provinces"
2004-0532,2004,earthquake,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Shionomata,Fukushima,,37.37886746,140.2232952,2004-0532,2004-0532-JPN,Earthquake,Ground movement,2004.0,2004.0,2000.0,40.0,3183.0,59000.0,,62183.0,62183.0,46501138000.0,46501138000.0,False,46501138000.0,10.667463581300122,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province)"
2004-0532,2004,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Yamakoshi,Hokkaido,,43.38571051,142.5523179,2004-0532,2004-0532-JPN,Earthquake,Ground movement,2004.0,2004.0,2000.0,40.0,3183.0,59000.0,,62183.0,62183.0,46501138000.0,46501138000.0,False,46501138000.0,10.667463581300122,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province)"
2004-0532,2004,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2004-0532,2004-0532-JPN,Earthquake,Ground movement,2004.0,2004.0,2000.0,40.0,3183.0,59000.0,,62183.0,62183.0,46501138000.0,46501138000.0,False,46501138000.0,10.667463581300122,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province)"
2005-0211,2005,earthquake,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,2005-0211,2005-0211-JPN,Earthquake,Ground movement,2005.0,2005.0,2000.0,,58.0,837.0,,895.0,895.0,,158538419.52382386,True,158538419.52382386,8.200134524378994,"Hukuoka, Saga provinces"
2005-0394,2005,flood,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata prefecture,Niigata,,37.52181911,138.9186474,2005-0394,2005-0394-JPN,Flood,Riverine flood,2005.0,2005.0,2000.0,,,900.0,,900.0,900.0,,33872422.593096554,True,33872422.593096554,7.529846258976738,Niigata province
2005-0497,2005,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,2005-0497,2005-0497-JPN,Storm,Tropical cyclone,2005.0,2005.0,2000.0,32.0,140.0,270000.0,,270140.0,270140.0,1606259000.0,1606259000.0,False,1606259000.0,9.20581557406954,"Okinawa, Ehime, Kagawa, Kooti, Tokusima, Tookyoo provinces"
2005-0497,2005,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2005-0497,2005-0497-JPN,Storm,Tropical cyclone,2005.0,2005.0,2000.0,32.0,140.0,270000.0,,270140.0,270140.0,1606259000.0,1606259000.0,False,1606259000.0,9.20581557406954,"Okinawa, Ehime, Kagawa, Kooti, Tokusima, Tookyoo provinces"
2005-0497,2005,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo area,Tokyo,,35.7113435,139.4469212,2005-0497,2005-0497-JPN,Storm,Tropical cyclone,2005.0,2005.0,2000.0,32.0,140.0,270000.0,,270140.0,270140.0,1606259000.0,1606259000.0,False,1606259000.0,9.20581557406954,"Okinawa, Ehime, Kagawa, Kooti, Tokusima, Tookyoo provinces"
2005-0723,2005,storm,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata,Niigata,,37.52181911,138.9186474,2005-0723,2005-0723-JPN,Storm,Storm (General),2005.0,2006.0,2000.0,100.0,1010.0,1800.0,,2810.0,2810.0,53007000.0,53007000.0,False,53007000.0,7.724333225461774,"Niigata, Iwate, Hirosima, Tottori provinces"
2006-0742,2006,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2006-0742,2006-0742-JPN,Storm,Storm (General),2006.0,2006.0,2000.0,1.0,246.0,,,246.0,246.0,,41417789.1728312,True,41417789.1728312,7.617186913107285,"Aiti, Aomori, Gifu, Gunma, Hukui, Ibaraki, Isikawa, Kanagawa, Nagano, Niigata, Saitama, Sizuoka, Tiba, Tookyoo, Totigi, Toyama, Yamanasi provinces"
2006-0504,2006,storm,Japan,JPN,Nagasaki,Nagasaki,Kyushu,Kyushu,Nagasaki-shi,Nagasaki,Naoasaki,,33.23571221,129.6080329,2006-0504,2006-0504-JPN,Storm,Tropical cyclone,2006.0,2006.0,2000.0,10.0,448.0,12000.0,,12448.0,12448.0,3890153000.0,3890153000.0,False,3890153000.0,9.589966682495124,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces"
2006-0504,2006,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2006-0504,2006-0504-JPN,Storm,Tropical cyclone,2006.0,2006.0,2000.0,10.0,448.0,12000.0,,12448.0,12448.0,3890153000.0,3890153000.0,False,3890153000.0,9.589966682495124,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces"
2006-0504,2006,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Ryukyu island chain,Okinawa,,25.76892341,126.6680159,2006-0504,2006-0504-JPN,Storm,Tropical cyclone,2006.0,2006.0,2000.0,10.0,448.0,12000.0,,12448.0,12448.0,3890153000.0,3890153000.0,False,3890153000.0,9.589966682495124,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces"
2006-0504,2006,storm,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Chugoku,Shimane,,35.07076032,132.554064,2006-0504,2006-0504-JPN,Storm,Tropical cyclone,2006.0,2006.0,2000.0,10.0,448.0,12000.0,,12448.0,12448.0,3890153000.0,3890153000.0,False,3890153000.0,9.589966682495124,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces"
2007-0101,2007,earthquake,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata,Niigata,,37.52181911,138.9186474,2007-0101,2007-0101-JPN,Earthquake,Ground movement,2007.0,2007.0,2000.0,1.0,359.0,,40668.0,41027.0,41027.0,378226000.0,378226000.0,False,378226000.0,8.577751379793037,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces"
2007-0319,2007,flood,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Shikoku,Ehime,,33.62483527,132.8568425,2007-0319,2007-0319-JPN,Flood,Riverine flood,2007.0,2007.0,2000.0,2.0,,10000.0,,10000.0,10000.0,,376360251.0344062,True,376360251.0344062,8.575603749537413,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces"
2007-0319,2007,flood,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu,Kagoshima,,31.00948442,130.4306651,2007-0319,2007-0319-JPN,Flood,Riverine flood,2007.0,2007.0,2000.0,2.0,,10000.0,,10000.0,10000.0,,376360251.0344062,True,376360251.0344062,8.575603749537413,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces"
2007-0319,2007,flood,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi,Kochi,Kochi,,33.42251944,133.3673066,2007-0319,2007-0319-JPN,Flood,Riverine flood,2007.0,2007.0,2000.0,2.0,,10000.0,,10000.0,10000.0,,376360251.0344062,True,376360251.0344062,8.575603749537413,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces"
2007-0262,2007,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Amani,Kagoshima,,31.00948442,130.4306651,2007-0262,2007-0262-JPN,Storm,Tropical cyclone,2007.0,2007.0,2000.0,5.0,12.0,40000.0,,40012.0,40012.0,90774000.0,90774000.0,False,90774000.0,7.957961473262439,"Okinawa, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Aiti, Ehime, Kagawa, Kooti, Tokusima provinces"
2007-0262,2007,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2007-0262,2007-0262-JPN,Storm,Tropical cyclone,2007.0,2007.0,2000.0,5.0,12.0,40000.0,,40012.0,40012.0,90774000.0,90774000.0,False,90774000.0,7.957961473262439,"Okinawa, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Aiti, Ehime, Kagawa, Kooti, Tokusima provinces"
2007-0479,2007,storm,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,,43.38571051,142.5523179,2007-0479,2007-0479-JPN,Storm,Tropical cyclone,2007.0,2007.0,2000.0,4.0,82.0,900.0,,982.0,982.0,1512903000.0,1512903000.0,False,1512903000.0,9.179811084060734,"Tookyoo, Hokkaidoo, Nagano provinces"
2007-0479,2007,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2007-0479,2007-0479-JPN,Storm,Tropical cyclone,2007.0,2007.0,2000.0,4.0,82.0,900.0,,982.0,982.0,1512903000.0,1512903000.0,False,1512903000.0,9.179811084060734,"Tookyoo, Hokkaidoo, Nagano provinces"
2009-0316,2009,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2009-0316,2009-0316-JPN,Storm,Tropical cyclone,2009.0,2009.0,2000.0,12.0,,2000.0,,2000.0,2000.0,,336729993.2750504,True,336729993.2750504,8.527281801667886,"Hyoogo, Okayama provinces"
2009-0423,2009,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Wakayama,Wakayama,,33.91187939,135.505446,2009-0423,2009-0423-JPN,Storm,Tropical cyclone,2009.0,2009.0,2000.0,4.0,119.0,5000.0,,5119.0,5119.0,1462167000.0,1462167000.0,False,1462167000.0,9.164996977981971,"Mie, Aiti, Gifu, Siga, Wakayama, Miyagi, Saitama provinces"
2010-0311,2010,flood,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Shimane,Shimane,,35.07076032,132.554064,2010-0311,2010-0311-JPN,Flood,Riverine flood,2010.0,2010.0,2010.0,10.0,,,,,10.0,,404355.47644956456,True,404355.47644956456,5.606763329419481,"Gifu, Simane, Hirosima provinces"
2011-0082,2011,earthquake,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Fukushima,Fukushima,,37.37886746,140.2232952,2011-0082,2011-0082-JPN,Earthquake,Tsunami,2011.0,2011.0,2010.0,19846.0,5933.0,362887.0,,368820.0,368820.0,292855483000.0,292855483000.0,False,292855483000.0,11.466653359538139,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces"
2011-0082,2011,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaidoo,Hokkaido,,43.38571051,142.5523179,2011-0082,2011-0082-JPN,Earthquake,Tsunami,2011.0,2011.0,2010.0,19846.0,5933.0,362887.0,,368820.0,368820.0,292855483000.0,292855483000.0,False,292855483000.0,11.466653359538139,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces"
2011-0082,2011,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2011-0082,2011-0082-JPN,Earthquake,Tsunami,2011.0,2011.0,2010.0,19846.0,5933.0,362887.0,,368820.0,368820.0,292855483000.0,292855483000.0,False,292855483000.0,11.466653359538139,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces"
2011-0574,2011,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Shikoku Island,Ehime,,33.62483527,132.8568425,2011-0574,2011-0574-JPN,Storm,Storm (General),2011.0,2011.0,2010.0,5.0,55.0,,,55.0,55.0,69727000.0,69727000.0,False,69727000.0,7.843400980112798,"Tokusima, Hyoogo, Kooti, Siga provinces"
2011-0574,2011,storm,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi,Kochi,Kochi,,33.42251944,133.3673066,2011-0574,2011-0574-JPN,Storm,Storm (General),2011.0,2011.0,2010.0,5.0,55.0,,,55.0,55.0,69727000.0,69727000.0,False,69727000.0,7.843400980112798,"Tokusima, Hyoogo, Kooti, Siga provinces"
2011-0663,2011,flood,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Fukushima prefecture,Fukushima,,37.37886746,140.2232952,2011-0663,2011-0663-JPN,Flood,Flood (General),2011.0,2011.0,2010.0,6.0,,2000.0,,2000.0,2000.0,,80871095.28991292,True,80871095.28991292,7.907793325083462,"Yasudamati, Kamosi districts (Niigata province), Hukusima province"
2011-0663,2011,flood,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata prefecture,Niigata,,37.52181911,138.9186474,2011-0663,2011-0663-JPN,Flood,Flood (General),2011.0,2011.0,2010.0,6.0,,2000.0,,2000.0,2000.0,,80871095.28991292,True,80871095.28991292,7.907793325083462,"Yasudamati, Kamosi districts (Niigata province), Hukusima province"
2011-0454,2011,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2011-0454,2011-0454-JPN,Storm,Tropical cyclone,2011.0,2011.0,2010.0,68.0,,1300.0,,1300.0,1300.0,906457000.0,906457000.0,False,906457000.0,8.957347207101517,"Wakayama, Nara, Ehime, Kooti provinces"
2011-0454,2011,storm,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi,Kochi,Kochi,,33.42251944,133.3673066,2011-0454,2011-0454-JPN,Storm,Tropical cyclone,2011.0,2011.0,2010.0,68.0,,1300.0,,1300.0,1300.0,906457000.0,906457000.0,False,906457000.0,8.957347207101517,"Wakayama, Nara, Ehime, Kooti provinces"
2011-0454,2011,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Wakayama,Wakayama,,33.91187939,135.505446,2011-0454,2011-0454-JPN,Storm,Tropical cyclone,2011.0,2011.0,2010.0,68.0,,1300.0,,1300.0,1300.0,906457000.0,906457000.0,False,906457000.0,8.957347207101517,"Wakayama, Nara, Ehime, Kooti provinces"
2011-0352,2011,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2011-0352,2011-0352-JPN,Storm,Tropical cyclone,2011.0,2011.0,2010.0,13.0,308.0,,,308.0,308.0,2538081000.0,2538081000.0,False,2538081000.0,9.404505477999702,"Aiti, Ehime, Siga, Nagasaki, Kumamoto provinces"
2011-0352,2011,storm,Japan,JPN,Nagasaki,Nagasaki,Kyushu,Kyushu,Nagasaki-shi,Nagasaki,Naoasaki,,33.23571221,129.6080329,2011-0352,2011-0352-JPN,Storm,Tropical cyclone,2011.0,2011.0,2010.0,13.0,308.0,,,308.0,308.0,2538081000.0,2538081000.0,False,2538081000.0,9.404505477999702,"Aiti, Ehime, Siga, Nagasaki, Kumamoto provinces"
2012-0027,2012,storm,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Honshu Island,Fukushima,,37.37886746,140.2232952,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido Island,Hokkaido,,43.38571051,142.5523179,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigita,Niigata,,37.52181911,138.9186474,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Honshu Island,Shimane,,35.07076032,132.554064,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu Island,Tokyo,,35.7113435,139.4469212,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0027,2012,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu Island,Wakayama,,33.91187939,135.505446,2012-0027,2012-0027-JPN,Storm,Blizzard/Winter storm,2012.0,2012.0,2010.0,134.0,1991.0,5775.0,,7766.0,7766.0,215872000.0,215872000.0,False,215872000.0,8.334196315173088,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces"
2012-0414,2012,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kagoshima,Kagoshima,,31.00948442,130.4306651,2012-0414,2012-0414-JPN,Storm,Tropical cyclone,2012.0,2012.0,2010.0,,,,,,,117500000.0,117500000.0,False,117500000.0,8.070037866607755,"Okinawa, Kagosima province"
2012-0414,2012,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2012-0414,2012-0414-JPN,Storm,Tropical cyclone,2012.0,2012.0,2010.0,,,,,,,117500000.0,117500000.0,False,117500000.0,8.070037866607755,"Okinawa, Kagosima province"
2012-0588,2012,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Ryukyu Island,Okinawa,,25.76892341,126.6680159,2012-0588,2012-0588-JPN,Storm,Tropical cyclone,2012.0,2012.0,2010.0,,,25250.0,,25250.0,25250.0,42355000.0,42355000.0,False,42355000.0,7.626904686077198,Okinawa province
2012-0451,2012,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kagoshima prefecture,Kagoshima,,31.00948442,130.4306651,2012-0451,2012-0451-JPN,Storm,Tropical cyclone,2012.0,2012.0,2010.0,2.0,180.0,18045.0,,18225.0,18225.0,37436000.0,37436000.0,False,37436000.0,7.573289438604204,"Okinawa, Kagosima, Mie provinces"
2012-0451,2012,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa Island,Okinawa,,25.76892341,126.6680159,2012-0451,2012-0451-JPN,Storm,Tropical cyclone,2012.0,2012.0,2010.0,2.0,180.0,18045.0,,18225.0,18225.0,37436000.0,37436000.0,False,37436000.0,7.573289438604204,"Okinawa, Kagosima, Mie provinces"
