disno,year,disaster_type_gdis,country,iso3,prefecture,prefecture_norm,region,island,capital,location_str,adm1,adm2,latitude,longitude,disno_core,disno_raw,disaster_type_emdat,disaster_subtype,start_year,end_year,decade,deaths,injured,affected,homeless,total_affected,human_impact_best,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,damage_final_usd,damage_final_log10,location_str_emdat
1990-0407,1990,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu,Tokyo,,35.7113435,139.4469212,1990-0407,1990-0407-JPN,Storm,Tropical cyclone,1990.0,1990.0,1990.0,40.0,,60000.0,,60000.0,60000.0,9603335000.0,9603335000.0,False,9603335000.0,9.98242207893292,Honshu
1990-0407,1990,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu,Wakayama,,33.91187939,135.505446,1990-0407,1990-0407-JPN,Storm,Tropical cyclone,1990.0,1990.0,1990.0,40.0,,60000.0,,60000.0,60000.0,9603335000.0,9603335000.0,False,9603335000.0,9.98242207893292,Honshu
1991-0384,1991,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,1991-0384,1991-0384-JPN,Storm,Tropical cyclone,1991.0,1991.0,1990.0,11.0,,,,,11.0,11516000.0,11516000.0,False,11516000.0,7.061301656206044,Kyushu Isl.
1991-0536,1991,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,1991-0536,1991-0536-JPN,Storm,Tropical cyclone,1991.0,1991.0,1990.0,6.0,,,,,6.0,,2066540.2004535808,True,2066540.2004535808,6.315243858040348,"Nago Bay, Okinawa"
1991-0539,1991,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,1991-0539,1991-0539-JPN,Storm,Tropical cyclone,1991.0,1991.0,1990.0,66.0,777.0,90000.0,351.0,91128.0,91128.0,23032900000.0,23032900000.0,False,23032900000.0,10.362348622059205,"Hiroshima, Kure districts (Kyushu Isl.)"
1992-0174,1992,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,1992-0174,1992-0174-JPN,Storm,Storm (General),1992.0,1992.0,1990.0,,348.0,,,348.0,348.0,,119859331.6263077,True,119859331.6263077,8.078671851603286,"Kanagawa, Chiba, Saitama prefectures (Tokyo)"
1992-0252,1992,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,1992-0252,1992-0252-JPN,Earthquake,Ground movement,1992.0,1992.0,1990.0,,32.0,,,32.0,32.0,,10804815.132239869,True,10804815.132239869,7.033617340609825,Kanto area (Tokyo)
1992-0314,1992,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,1992-0314,1992-0314-JPN,Storm,Tropical cyclone,1992.0,1992.0,1990.0,11.0,86.0,,,86.0,86.0,,29620409.53983466,True,29620409.53983466,7.471591058900271,Kyushu Isl.
1993-0097,1993,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,,43.38571051,142.5523179,1993-0097,1993-0097-JPN,Earthquake,Ground movement,1993.0,1993.0,1990.0,2.0,722.0,9800.0,,10522.0,10522.0,777391000.0,777391000.0,False,777391000.0,8.890639508416468,Near Kushiro (Hokkaido)
1993-0044,1993,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,,43.38571051,142.5523179,1993-0044,1993-0044-JPN,Earthquake,Tsunami,1993.0,1993.0,1990.0,239.0,233.0,5502.0,1620.0,7355.0,7355.0,2171484000.0,2171484000.0,False,2171484000.0,9.336756633727116,Okushiri Island (Hokkaido)
1993-0079,1993,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,1993-0079,1993-0079-JPN,Storm,Tropical cyclone,1993.0,1993.0,1990.0,48.0,208.0,30255.0,,30463.0,30463.0,2822929000.0,2822929000.0,False,2822929000.0,9.450699955264886,Okinawa and neigbouring isl.
1994-0302,1994,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,1994-0302,1994-0302-JPN,Storm,Blizzard/Winter storm,1994.0,1994.0,1990.0,,120.0,,,120.0,120.0,,41330804.00907162,True,41330804.00907162,7.616273853704329,Tokyo
1994-0343,1994,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokaido Island,Hokkaido,,43.38571051,142.5523179,1994-0343,1994-0343-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,5.0,1500.0,,,1500.0,1500.0,,506475709.3237439,True,506475709.3237439,8.7045586213456,East coast of Hokaido Isl.
1994-0316,1994,earthquake,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Honshu,Fukushima,,37.37886746,140.2232952,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1994-0316,1994,earthquake,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Honshu,Niigata,,37.52181911,138.9186474,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1994-0316,1994,earthquake,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1994-0316,1994,earthquake,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Honshu,Shimane,,35.07076032,132.554064,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1994-0316,1994,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu,Tokyo,,35.7113435,139.4469212,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1994-0316,1994,earthquake,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu,Wakayama,,33.91187939,135.505446,1994-0316,1994-0316-JPN,Earthquake,Ground movement,1994.0,1994.0,1990.0,2.0,285.0,,,285.0,285.0,360618000.0,360618000.0,False,360618000.0,8.557047400438444,Hachinohe (North-East Honshu)
1995-0449,1995,earthquake,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Niigata,Niigata,,37.52181911,138.9186474,1995-0449,1995-0449-JPN,Earthquake,Ground movement,1995.0,1995.0,1990.0,,39.0,1512.0,,1551.0,1551.0,,523695883.44075114,True,523695883.44075114,8.719079160103524,Niigata (Eastern Honshu)
1995-0484,1995,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo region,Tokyo,,35.7113435,139.4469212,1995-0484,1995-0484-JPN,Storm,Tropical cyclone,1995.0,1995.0,1990.0,3.0,,500.0,,500.0,500.0,19762000.0,19762000.0,False,19762000.0,7.295830894958585,"Hachijo Isl., Miyake Isl., Tokyo region"
1996-0347,1996,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,1996-0347,1996-0347-JPN,Storm,Tropical cyclone,1996.0,1996.0,1990.0,6.0,74.0,5400.0,264.0,5738.0,5738.0,,1976301278.3671079,True,1976301278.3671079,9.295853151566684,Kyushu Isl.
1997-0214,1997,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kagoshima,,31.00948442,130.4306651,1997-0214,1997-0214-JPN,Storm,Tropical cyclone,1997.0,1997.0,1990.0,4.0,,67000.0,,67000.0,67000.0,,23076365571.731655,True,23076365571.731655,10.36316741035753,Kyushu Isl.
1998-0004,1998,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,1998-0004,1998-0004-JPN,Storm,Storm (General),1998.0,1998.0,1990.0,1.0,500.0,,,500.0,500.0,,172211683.37113175,True,172211683.37113175,8.236062611992724,Tokyo
1998-0248,1998,flood,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Fukushima,Fukushima,,37.37886746,140.2232952,1998-0248,1998-0248-JPN,Flood,Coastal flood,1998.0,1998.0,1990.0,16.0,33.0,24000.0,,24033.0,24033.0,,306320612.5,True,306320612.5,8.486176221729238,"Fukushima, Ibaraki, Tochigi, Saitama, Shizuoka prefectures"
1998-0278,1998,storm,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Fukushima Prefecture,Fukushima,,37.37886746,140.2232952,1998-0278,1998-0278-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,14.0,40.0,40000.0,,40040.0,40040.0,,13790711604.36023,True,13790711604.36023,10.139586676463985,Fukushima Prefecture
1998-0297,1998,storm,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Honshu,Fukushima,,37.37886746,140.2232952,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,,43.38571051,142.5523179,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Honshu,Niigata,,37.52181911,138.9186474,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Honshu,Shimane,,35.07076032,132.554064,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu,Tokyo,,35.7113435,139.4469212,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu,Wakayama,,33.91187939,135.505446,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1999-0243,1999,flood,Japan,JPN,Nagasaki,Nagasaki,Kyushu,Kyushu,Nagasaki-shi,Nagasaki,Naoasaki,,33.23571221,129.6080329,1999-0243,1999-0243-JPN,Flood,Riverine flood,1999.0,1999.0,1990.0,45.0,28.0,24000.0,111.0,24139.0,24139.0,201499000.0,201499000.0,False,201499000.0,8.304272895164178,"Kobe, Nagasaki, Fukuoka (Hiroshima State)"
1999-0356,1999,flood,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,1999-0356,1999-0356-JPN,Flood,Riverine flood,1999.0,1999.0,1990.0,15.0,,,,,15.0,,191187.5,True,191187.5,5.281459494328754,Tokyo
1999-0326,1999,storm,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Honshu,Fukushima,,37.37886746,140.2232952,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kyushu,Kagoshima,,31.00948442,130.4306651,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Honshu,Niigata,,37.52181911,138.9186474,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Kyushu,Okinawa,,25.76892341,126.6680159,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Honshu,Shimane,,35.07076032,132.554064,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu,Tokyo,,35.7113435,139.4469212,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
1999-0326,1999,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu,Wakayama,,33.91187939,135.505446,1999-0326,1999-0326-JPN,Storm,Tropical cyclone,1999.0,1999.0,1990.0,26.0,438.0,20000.0,6900.0,27338.0,27338.0,9415846000.0,9415846000.0,False,9415846000.0,9.973859346830158,"Kyushu, Honshu"
2000-0428,2000,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Niijima,Tokyo,,35.7113435,139.4469212,2000-0428,2000-0428-JPN,Earthquake,Ground movement,2000.0,2000.0,2000.0,1.0,,100.0,,100.0,100.0,,17713789.890930038,True,17713789.890930038,7.248311489063082,"Koodusimamura, Niizimamura districts (Tookyoo province)"
2000-0447,2000,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2000-0447,2000-0447-JPN,Storm,Tropical cyclone,2000.0,2000.0,2000.0,4.0,,900.0,,900.0,900.0,546496000.0,546496000.0,False,546496000.0,8.73758698754046,Tookyoo province
2000-0656,2000,earthquake,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2000-0656,2000-0656-JPN,Earthquake,Ground movement,2000.0,2000.0,2000.0,,130.0,6690.0,312.0,7132.0,7132.0,910827000.0,910827000.0,False,910827000.0,8.959435896094632,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces"
2000-0656,2000,earthquake,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Simane,Shimane,,35.07076032,132.554064,2000-0656,2000-0656-JPN,Earthquake,Ground movement,2000.0,2000.0,2000.0,,130.0,6690.0,312.0,7132.0,7132.0,910827000.0,910827000.0,False,910827000.0,8.959435896094632,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces"
2001-0085,2001,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo,Tokyo,,35.7113435,139.4469212,2001-0085,2001-0085-JPN,Storm,Storm (General),2001.0,2001.0,2000.0,5.0,300.0,,,300.0,300.0,,50509498.99125756,True,50509498.99125756,7.703373060723568,"Tiba, Ibaraki, Kanagawa, Tookyoo province"
2001-0123,2001,earthquake,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2001-0123,2001-0123-JPN,Earthquake,Ground movement,2001.0,2001.0,2000.0,2.0,161.0,11100.0,,11261.0,11261.0,885793000.0,885793000.0,False,885793000.0,8.94733224393995,"Hirosima, Ehime provinces"
2001-0454,2001,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2001-0454,2001-0454-JPN,Storm,Tropical cyclone,2001.0,2001.0,2000.0,9.0,40.0,7000.0,,7040.0,7040.0,1417269000.0,1417269000.0,False,1417269000.0,9.151452287881984,"Siga, Aiti, Oosaka, Ehime, Mie provinces"
2001-0511,2001,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo region,Tokyo,,35.7113435,139.4469212,2001-0511,2001-0511-JPN,Storm,Tropical cyclone,2001.0,2001.0,2000.0,7.0,15.0,1200.0,,1215.0,1215.0,885793000.0,885793000.0,False,885793000.0,8.94733224393995,Tookyoo province
2002-0430,2002,storm,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Kagoshima,Kagoshima,,31.00948442,130.4306651,2002-0430,2002-0430-JPN,Storm,Tropical cyclone,2002.0,2002.0,2000.0,,9.0,570.0,,579.0,579.0,,97483333.0531271,True,97483333.0531271,7.988930369731342,"Okinawa, Kagosima, Isikawa provinces"
2002-0430,2002,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2002-0430,2002-0430-JPN,Storm,Tropical cyclone,2002.0,2002.0,2000.0,,9.0,570.0,,579.0,579.0,,97483333.0531271,True,97483333.0531271,7.988930369731342,"Okinawa, Kagosima, Isikawa provinces"
2002-0825,2002,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Tokyo area,Tokyo,,35.7113435,139.4469212,2002-0825,2002-0825-JPN,Storm,Storm (General),2002.0,2002.0,2000.0,,228.0,,,228.0,228.0,,38387219.233355746,True,38387219.233355746,7.58418665300436,Tookyoo province
2003-0343,2003,flood,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi,Hishikari,Kagoshima,,31.00948442,130.4306651,2003-0343,2003-0343-JPN,Flood,Riverine flood,2003.0,2003.0,2000.0,23.0,14.0,800.0,,814.0,814.0,11937000.0,11937000.0,False,11937000.0,7.076895193866051,"Minamata district (Kumamoto province), Hisikarityoo district (Kagosima province), Kinkaityoo district (Nagasaki province)"
2003-0354,2003,earthquake,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Yoneyama,Niigata,,37.52181911,138.9186474,2003-0354,2003-0354-JPN,Earthquake,Ground movement,2003.0,2003.0,2000.0,,569.0,17403.0,219.0,18191.0,18191.0,700844000.0,700844000.0,False,700844000.0,8.845621359651673,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)"
2003-0354,2003,earthquake,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Naruse,Tokyo,,35.7113435,139.4469212,2003-0354,2003-0354-JPN,Earthquake,Ground movement,2003.0,2003.0,2000.0,,569.0,17403.0,219.0,18191.0,18191.0,700844000.0,700844000.0,False,700844000.0,8.845621359651673,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)"
2003-0354,2003,earthquake,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Kashimadai,Wakayama,,33.91187939,135.505446,2003-0354,2003-0354-JPN,Earthquake,Ground movement,2003.0,2003.0,2000.0,,569.0,17403.0,219.0,18191.0,18191.0,700844000.0,700844000.0,False,700844000.0,8.845621359651673,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)"
2003-0388,2003,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Ehime,Ehime,,33.62483527,132.8568425,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Honshu Island,Fukushima,,37.37886746,140.2232952,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,,43.38571051,142.5523179,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Niigata,Niigata,Chubu,Honshu,Niigata-shi,Honshu Island,Niigata,,37.52181911,138.9186474,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Okayama,Okayama,Chugoku,Honshu,Okayama-shi,Okayama,Okayama,,34.89245983,133.8262517,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Shimane,Shimane,Chugoku,Honshu,Matsue-shi,Honshu Island,Shimane,,35.07076032,132.554064,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku,Honshu Island,Tokyo,,35.7113435,139.4469212,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0388,2003,storm,Japan,JPN,Wakayama,Wakayama,Kansai,Honshu,Wakayama-shi,Honshu Island,Wakayama,,33.91187939,135.505446,2003-0388,2003-0388-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,20.0,80.0,2100.0,,2180.0,2180.0,93787000.0,93787000.0,False,93787000.0,7.972142644140937,"Hokkaidoo, Ehime provinces"
2003-0459,2003,storm,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi,Okinawa,Okinawa,,25.76892341,126.6680159,2003-0459,2003-0459-JPN,Storm,Tropical cyclone,2003.0,2003.0,2000.0,1.0,93.0,130.0,,223.0,223.0,85261000.0,85261000.0,False,85261000.0,7.930750422047157,Okinawa province
2003-0476,2003,earthquake,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Hokkaidoo,Hokkaido,,43.38571051,142.5523179,2003-0476,2003-0476-JPN,Earthquake,Ground movement,2003.0,2003.0,2000.0,2.0,773.0,,,773.0,773.0,960037000.0,960037000.0,False,960037000.0,8.98228797115017,Hokkaidoo province
2004-0276,2004,storm,Japan,JPN,Ehime,Ehime,Shikoku,Shikoku,Matsuyama-shi,Shikoku Island,Ehime,,33.62483527,132.8568425,2004-0276,2004-0276-JPN,Storm,Tropical cyclone,2004.0,2004.0,2000.0,6.0,56.0,700.0,,756.0,756.0,,127283937.45796905,True,127283937.45796905,8.104773601505112,Murotosi district (Kooti province)
2004-0339,2004,flood,Japan,JPN,Fukushima,Fukushima,Tohoku,Honshu,Fukushima-shi,Fukushima,Fukushima,,37.37886746,140.2232952,2004-0339,2004-0339-JPN,Flood,Flash flood,2004.0,2004.0,2000.0,21.0,7.0,20000.0,5800.0,25807.0,25807.0,3238472000.0,3238472000.0,False,3238472000.0,9.51034014647311,"Niigata, Hukusima provinces"
